Text,Label
เล็กกะทัดรัด,  O
ทุกอย่างดี,  B-ImpressedNeu
ที่พัก,  B-CleanPos
น่ารักมาก,  I-CleanPos
ตกแต่งห้องสวย,  I-CleanPos
สะอาด,  I-CleanPos
ราคาดีแนะนำค่ะ,  B-RecommendPos
ห้องกว้างขวาง,  B-RoomPos
ถูกใจมากสำหรับพักชั่วคราว,  I-RoomPos
เตียงนุ่มมากๆค่า,  B-FacilitiesPos
บรรยากาศที่พักดีมาก,  B-GoodView
คุ้มค่า,  B-ValuePos
ใกล้แหล่ง,  B-LocationPos
ของกิน,  I-LocationPos
เตียงนุ่ม,  B-ConveniencePos
จนหลับลึกมากก,  I-ConveniencePos
ห้องพักดี,  B-RoomPos
วิวสวยเห็นทะเล,  B-GoodView
พนักงานบริการดีมาก,  B-ServicePos
เก่า,  B-CleanNeg
ไม่สะอาด,  I-CleanNeg
อาหารไม่โอเค,  B-FoodNeg
พนักงานบริการแย่มากไม่เห็นหัวลูกค้าค่ะ,  B-ServiceNeg
พนักงานมองแบบดูถูกแหยียดหยามมากกเข้าพักเพราะตอนเช้าต้องบินเช้า,  I-ServiceNeg
ทางเดินมืดไป,  B-FacilitiesNeg
ที่จอดรถไม่สะดวก,  I-FacilitiesNeg
ไม่ค่อยมีมารตราฐาน,  O
เฟอร์นิเจอร์เก่ามาก,  B-FacilitiesNeg
อุปกรณ์ในห้องน้ำชำรุด,  I-FacilitiesNeg
น้ำไม่ระบาย,  I-FacilitiesNeg
แอร์ไม่เย็น,  I-FacilitiesNeg
ปัญหาคือ,  B-FoodNeg
เข้าพักสองคน,  I-FoodNeg
แต่ทางโรงแรมให้เข้าทานอาหารเช้าคนเดียว,  I-FoodNeg
ใกล้สนามบินดอนเมือง,  B-LocationPos
ราคาห้องไม่สมกับสภาพห้อง,  B-QualityNeg
ไม่แนะนำเลย,  B-RecommendNeg
น่าไปซ้ำค่ะ,  B-ImpressedPos
ห้องพักเล็กไปนิดนึงแต่โดยรวมดีค่ะ,  B-RoomNeu
ที่พักดีพนักงานบริหารดี,  B-ServicePos
เดินทางสะดวก,  B-LocationPos
ใกล้ทะเล,  I-LocationPos
เหมาะกับคนไปทำงาน,  I-LocationPos
ราคาห้องก็เบาดี,  B-PriceNeu
ห้องน่ารัก,  B-RoomPos
สะอาด,  B-CleanPos
สะดวกสบาย,  B-ConveniencePos
เดินทางง่ายใกล้หาด,  B-LocationPos
ที่พักใกล้หาด,  B-LocationPos
เดินทางสะดวก,  I-LocationPos
ใกล้แหล่งของกินและที่เที่ยวเยอะ,  I-LocationPos
เล็กไปหน่อย,  B-GoodView
แต่สวยมาก,  I-GoodView
ดี,  B-LocationPos
ทำเลไกล้ห้าง,  I-LocationPos
ร้านอาหาร,  I-LocationPos
เดินทางสะดวก,  I-LocationPos
ที่พักดีมาก,  B-ConveniencePos
สะดวกสบายสุดๆ,  I-ConveniencePos
ที่พักดีใกล้หาดราคาถูก,  B-PricePos
ที่พักสะอาด,  B-CleanPos
พนักงานบริการดีค่ะ,  B-ServicePos
ที่พักดี,  O
สะอาด,  B-CleanPos
เป็นสัดส่วนดี,  O
ถ้ามาสองคนก็คุ้มราคาไม่น้อย,  B-ValuePos
เพราะราคาที่พักก็ดีมากๆ,  I-ValuePos
ที่พักสะอาด,  B-CleanPos
น่ารัก,  O
ใกล้หาด,  B-LocationPos
ราคาดีค่ะ,  B-PricePos
โดยรวมถือว่าดีเลยคะ,  O
พนักงานต้อนรับน่ารัก,  B-ServicePos
สถานที่ตกแต่งน่ารักมีมุมถ่ายรูปเยอะแยะ,  O
แถมอยู่ใกล้ทะเลมากๆ,  B-LocationPos
ทำเลดีเลยค่ะ,  I-LocationPos
สายมินิมอลมินิใจห้ามพลาด,  O
มุมถ่ายรูปเยอะใกล้หาดมากๆๆ,  B-LocationPos
ห้องน่ารักมากครับ,  B-ValuePos
คุ้มราคาสุดๆ,  I-ValuePos
โรงแรมเดินทางสะดวก,  B-LocationPos
ราคาไม่แพง,  B-PricePos
ห้องสะอาดปลอดภัยดีค่ะ,  B-SafetyPos
ดีมาก,  B-LocationPos
ใกล้ทะเล,  I-LocationPos
ห้องพักไม่เก็บเสียง,  B-RoomNeu
ได้ยินเสียงห้องข้างๆทั้งคืน,  I-RoomNeu
ห้องพักค่อนข้างมีเสียงดังได้ยินเสียงข้างห้อง,  B-RoomNeg
และเสียงแม่บ้านทำความสะอาดในตอนเช้า,  I-RoomNeg
มันไม่เหมาะแก่การพักผ่อน,  I-RoomNeg
มาตรฐานการเก็บรักษาของที่ลูกค้าลืมแย่มาก,  B-ImpressedNeg
ลืมของไม่ได้คืน,  I-ImpressedNeg
โรงแรมดูแลไม่ดีมาก,  B-ServiceNeg
พนง.ไม่สนใจลูกค้า,  I-ServiceNeg
ที่จอดรถน้อยมากๆไม่เพียงพอ,  O
ต้องแย่งกันจอด,  O
ราคาไม่เหมาะสมคือห้องเล็ก,  B-QualityNeg
ถังขยะไม่มีในห้อง,  B-FacilitiesNeg
มีแต่ในห้องน้ำ,  I-FacilitiesNeg
ยาสีฟัน,  I-FacilitiesNeg
/,  I-FacilitiesNeg
แปรงสีฟัน,  I-FacilitiesNeg
เซ็ตเล็กก็ได้,  I-FacilitiesNeg
แต่ที่,  I-FacilitiesNeg
รร.นี้ไม่มี,  I-FacilitiesNeg
(,  I-FacilitiesNeg
อุปกรณ์ต่างๆ,  I-FacilitiesNeg
หมวกคลุมผม,  I-FacilitiesNeg
ฯลฯ,  I-FacilitiesNeg
ควรมีไว้อย่างละสอง,  I-FacilitiesNeg
ห้องไม่สะอาด,  I-FacilitiesNeg
ยิ่งที่ระเบียงสกปรกมาก,  I-FacilitiesNeg
ควรมี,  I-FacilitiesNeg
ชา,  I-FacilitiesNeg
กาแฟ,  I-FacilitiesNeg
กาน้ำร้อนในห้อง,  I-FacilitiesNeg
คือแย่มากเพราะจองล่วงหน้าหลายวัน,  B-ServiceNeg
พนักงานบอกแค่ห้องเตียงใหญ่เต็ม,  I-ServiceNeg
ซึ่งควรเก็บห้องไว้สำหรับคนที่จองล่วงหน้า,  I-ServiceNeg
แย่มาก,  I-ServiceNeg
เปิดห้องมาเหม็นอับมาก,  B-RoomNeg
ย้ำว่ามาก,  I-RoomNeg
ไม่ใช่โรงแรมใหม่เป็นโรงแรมเก่าที่รีโนเวทเฉยๆค่ะ,  I-RoomNeg
ห้องไม่เก็บเสียงใดๆทั้งสิ้น,  I-RoomNeg
โรงแรม,  B-RoomNeg
ไม่มีการแก้ไขปัญหาที่ดี,  I-RoomNeg
ไม่พร้อมใช้งาน,  I-RoomNeg
เป็นโรงแรมใหม่,  I-RoomNeg
ห้องสกปรก,  B-RoomNeg
เปิดเข้าไปก็เจอแต่แมลงสาบ4,  I-RoomNeg
5,  I-RoomNeg
ตัว,  I-RoomNeg
แถมทอน้ำในห้องอาบน้ำก็ล้นท้อเดนน้ำเหม็นมาก,  O
ทีวีก็ให้ไม่ได้,  O
แอร์น้ำก็หยดทั้งคืน,  O
เสียงดัง,  B-RoomNeg
ห้องไม่เก็บเสียง,  I-RoomNeg
ห้องแคบมากๆ,  I-RoomNeg
ห้องเล็กมากถึงมากที่สุด,  B-RoomNeg
ที่จอดรถน้อยมากกกกกก,  O
ไม่สะดวกเลย,  O
สภาพห้องมีตำหนิเยอะมาก,  B-RoomNeu
แต่พอรับได้,  I-RoomNeu
ที่หนักคือ,  I-RoomNeu
แอร์,  I-RoomNeu
ไม่มีความเย็น,  I-RoomNeu
ห้องเหม็นบุหรี่มากนอนไม่ได้ต้องออกจากโรงแรมเพื่อหาที่พักใหม่,  B-RoomNeg
พนักงาน,  B-ServiceNeg
รปภ.พูดจาแย่ไม่เต็มใจให้บริการ,  I-ServiceNeg
เสียงดังจากภายนอก,  B-RoomNeg
รีวิวดีแต่ไปจริงแล้วแย่มาก,  B-RoomNeg
ห้องเหม็น,  I-RoomNeg
มีรอยรองเท้าในห้องห้อง,  O
ทางเดินทาสีอยู่เลย,  O
คนงานเสียงดัง,  O
ห้องไม่เก็บเสียงเลย,  B-RoomNeg
นอนไม่หลับทั้งคืนเลย,  I-RoomNeg
